train_acc,train_loss,train_time
0.08488,0.03127218580722809,187.34291315078735
0.19706,0.0256881357383728,187.51139092445374
0.2872,0.021874884662628175,187.56677103042603
0.34554,0.019409949915409088,187.55009269714355
0.39668,0.017639345877170563,187.57201433181763
0.43542,0.016258283224105836,187.47484421730042
0.46426,0.015221084606647492,187.53840732574463
0.49012,0.014456061143875123,187.39261889457703
0.50894,0.013842128076553344,187.50738096237183
0.5218,0.013411773054599762,187.51650643348694
0.533,0.013070731003284455,187.5627522468567
0.54604,0.012672020630836486,187.42338705062866
0.55638,0.012350977733135223,187.3256711959839
0.5647,0.01210843671798706,187.53258275985718
0.56766,0.011967377469539643,187.31028175354004
0.57802,0.011698928089141846,187.52207779884338
0.58508,0.011521741962432861,187.66852450370789
0.58986,0.011363602905273438,187.63272333145142
0.59392,0.01123965684056282,187.53048133850098
0.59954,0.011048534920215607,187.6011083126068
0.60336,0.010920031373500824,187.53955721855164
0.60608,0.010879678754806518,187.5569293498993
0.6075,0.010762589073181152,187.58169412612915
0.61382,0.010643315373659134,187.6071834564209
0.61706,0.010546351079940796,187.56131172180176
0.61958,0.010436027600765228,187.65459275245667
0.61804,0.010502710016965866,187.6274449825287
0.62386,0.010331155809164046,187.60489869117737
0.6264,0.010296643441915512,187.5615954399109
0.62682,0.010192301852703095,187.4849774837494
0.62986,0.010169909749031068,187.56780290603638
0.62916,0.010187722504138947,187.54019570350647
0.6332,0.010052171524763107,187.51086378097534
0.63244,0.010042549476623535,187.64345145225525
0.6392,0.009890426837205887,187.6807131767273
0.63658,0.00997096156358719,187.63845872879028
0.63648,0.009972834378480911,187.48946332931519
0.64294,0.00983308106660843,187.50746178627014
0.63866,0.009849254635572433,187.5300738811493
0.64146,0.009826974053382873,187.56014347076416
0.64006,0.009829775558710098,187.49682879447937
0.64536,0.009669038475751877,187.5167269706726
0.64398,0.00969947700381279,187.5130054950714
0.64292,0.009795275477170944,187.53508114814758
0.64486,0.009693166414499283,187.51108813285828
0.64952,0.009593120268583298,187.47464108467102
0.64508,0.009671573145389557,187.5228569507599
0.64854,0.00960627113699913,187.64045524597168
0.6495,0.009615895907878876,187.6617193222046
0.64958,0.009554980136156082,187.42160391807556
0.65102,0.009528654164075851,187.53357005119324
0.65154,0.009502036389112473,187.34692668914795
0.64952,0.009551223820447922,187.5127992630005
0.6528,0.009459776992797852,187.45829367637634
0.6518,0.009490231964588165,187.45615649223328
0.6534,0.009419229437112809,187.45346546173096
0.65172,0.009478662791252136,187.4579689502716
0.65734,0.00936707102894783,187.54787921905518
0.6568,0.00937934668302536,187.55705666542053
0.78972,0.005585611419677734,187.54816055297852
0.82436,0.0045857744628191,187.42223477363586
0.84284,0.004124608239531517,187.39557576179504
0.85118,0.003882900913953781,187.6433503627777
0.8603,0.003612431512773037,187.56936693191528
0.86532,0.0034776889461278914,187.47269988059998
0.87018,0.0033471240347623826,187.37896490097046
0.86938,0.0032966385093331336,187.34533834457397
0.87442,0.0032099999198317527,187.5542573928833
0.876,0.003146595280766487,187.50813341140747
0.87736,0.0031522068232297897,187.43925261497498
0.8778,0.0031055885726213456,187.53407049179077
0.87956,0.003093364996910095,187.45552849769592
0.88238,0.0030391660237312317,187.41504859924316
0.88392,0.0029706474459171295,187.41812419891357
0.88522,0.002968680073916912,187.48466801643372
0.8821,0.0030047870910167693,187.56592297554016
0.88936,0.0028492842331528665,187.56017684936523
0.88458,0.002922779018878937,187.58583116531372
0.8887,0.0028641559398174285,187.49148750305176
0.8862,0.0029036939787864687,187.48988819122314
0.8925,0.002772056281864643,187.61413407325745
0.89518,0.002715522146821022,187.49608373641968
0.89444,0.0027127592420578004,187.44448614120483
0.89736,0.0026841185060143473,187.5180947780609
0.8991,0.0026241685688495634,187.52970004081726
0.90016,0.002619060785472393,187.6184983253479
0.90172,0.00256789320230484,187.43283033370972
0.90132,0.0025691994798183442,187.4794557094574
0.90642,0.002481540667414665,187.480703830719
0.90356,0.0025025114449858665,187.37929797172546
0.90624,0.0024324923223257066,187.2264759540558
0.9041,0.0024808916762471198,187.24390363693237
0.90726,0.0024251666343212126,187.37905621528625
0.91158,0.0023378215116262435,187.20951008796692
0.90868,0.0023814033192396163,187.3796513080597
0.9091,0.00231745531052351,187.38872742652893
0.91406,0.0022593875631690026,187.3827006816864
0.9135,0.0022769486883282663,187.4477436542511
0.91158,0.0023130053812265394,187.43486976623535
0.9131,0.0022791430413722992,187.3459439277649
0.91776,0.002179888468682766,187.37844514846802
0.9146,0.0022250289517641068,187.38085842132568
0.91746,0.0021439134117960928,187.40748596191406
0.91492,0.0022271205145120623,187.41495823860168
0.91362,0.0022351035529375074,187.41489911079407
0.91454,0.0022380981315672397,187.42398190498352
0.9134,0.002276046333909035,187.30733728408813
0.91818,0.002138626362681389,187.3614785671234
0.92258,0.0020323876270651815,187.37597823143005
0.91982,0.002128992746472359,187.31540441513062
0.91894,0.002124458519220352,187.30088663101196
0.91696,0.0021734801000356675,187.2335240840912
0.91962,0.0021401953187584876,187.26175594329834
0.91996,0.0020916679179668425,187.5978832244873
0.92126,0.002074255625009537,187.47929191589355
0.91764,0.002155089939981699,187.3697030544281
0.9223,0.002047887262701988,187.30148029327393
0.92154,0.002070636886060238,187.3481593132019
0.92368,0.0020225644125044344,187.39707398414612
0.97798,0.0007327674786373972,187.27571630477905
0.99018,0.00040127370320260525,187.2591142654419
0.99242,0.00033137751176953316,187.32055830955505
0.99422,0.0002756430648453534,187.3113453388214
0.99514,0.00024668930741026995,187.2719693183899
0.99552,0.00022749186536297203,187.2124218940735
0.99626,0.0002133824580349028,187.32788491249084
0.99602,0.00019674241974949836,187.18537759780884
0.99686,0.00018029135460034012,187.18258452415466
0.99702,0.00017676722377538682,187.31898856163025
0.99748,0.0001693823327962309,187.26802110671997
0.99712,0.00016886639888398348,187.38551115989685
0.99738,0.0001613282724749297,187.4928662776947
0.99732,0.000160153738707304,187.50857305526733
0.99744,0.00015724029794335364,187.50728964805603
0.99796,0.000149309739805758,187.44827961921692
0.99784,0.0001519329056981951,187.46596813201904
0.9981,0.00013955970149487256,187.55913639068604
0.99794,0.00014627907291054726,187.47546815872192
0.99816,0.00014343708128668369,187.61282968521118
0.99834,0.00013680383417755365,187.6683533191681
0.99814,0.0001406228527519852,187.4223268032074
0.99844,0.00013309366730041803,187.50256299972534
0.9981,0.00013721633868291974,187.52333569526672
0.99792,0.0001423379084467888,187.5055491924286
0.9986,0.00013307711455971003,187.60238575935364
0.99834,0.0001352437191642821,187.46224546432495
0.99846,0.00013635892245918513,187.5300464630127
0.99862,0.00012963814742863178,187.5289351940155
0.9988,0.00012781204907223582,187.58240222930908
0.9986,0.00012596507973968983,187.53578782081604
0.99848,0.0001312037643045187,187.62960124015808
0.99854,0.0001353451710101217,187.5888488292694
0.99862,0.00013466284900903703,187.53738355636597
0.99856,0.00013141402376815677,187.5343792438507
0.9985,0.00012751762663014234,187.4775950908661
0.99854,0.0001304586669895798,187.60746431350708
0.99866,0.00013654694251716138,187.57049536705017
0.99896,0.00012582603896968067,187.61137223243713
0.9987,0.0001329611087590456,187.59891867637634
0.99898,0.00011556888729333878,187.58704900741577
0.99926,0.00010481896393932402,187.60968899726868
0.99916,0.00010506900610402227,187.51180815696716
0.99932,9.735678668133914e-05,187.4703528881073
0.99928,9.731015764176846e-05,187.51150751113892
0.99914,9.810564077459275e-05,187.56100583076477
0.99914,0.0001003158629592508,187.46856999397278
0.99928,9.799182222224772e-05,187.66295385360718
0.99926,9.633919616229832e-05,187.40712475776672
0.99912,9.839273316785693e-05,187.49853897094727
0.99918,9.990913774818182e-05,187.51992654800415
0.99934,9.689840821549296e-05,187.56880378723145
0.99926,9.447156517766416e-05,187.53884720802307
0.9995,9.137093417346478e-05,187.48350596427917
0.99938,9.340465421788394e-05,187.69574427604675
0.99942,9.394851911813021e-05,187.49314284324646
0.99926,9.337559742853045e-05,187.49165606498718
0.99918,9.645528652705252e-05,187.56163716316223
0.99942,9.087032993324101e-05,187.47149658203125
0.99948,9.209070096723735e-05,187.39866089820862
0.99934,9.40300536248833e-05,187.44521594047546
0.99944,9.079384377226233e-05,187.4937779903412
0.99936,9.546194653026759e-05,187.58230137825012
0.9997,8.916177660226822e-05,187.531804561615
0.99936,8.92989885713905e-05,187.5716736316681
0.99934,9.274307256564498e-05,187.4637370109558
0.9995,9.002569955773652e-05,187.47310638427734
0.99938,9.178104658611118e-05,187.3803346157074
0.99932,9.208433561958373e-05,187.52369117736816
0.99948,9.045477357693016e-05,187.4865255355835
0.99946,9.213309891521931e-05,187.50945281982422
0.99944,8.919295005500317e-05,187.50372910499573
0.99944,9.087621504440904e-05,187.59192442893982
0.99938,9.027532008476555e-05,187.64268708229065
0.99928,9.296337069943547e-05,187.3557231426239
0.99944,9.325997043401003e-05,187.5043625831604
0.99936,9.383625307120383e-05,187.59145545959473
0.99942,9.31902820803225e-05,187.40522980690002
0.99934,9.176027758978307e-05,187.4636263847351
0.99926,9.34004969149828e-05,187.54083156585693
0.99954,9.074869167990982e-05,187.44351959228516
